ip,port,tls,delay_ms,speed_kbs,colo,cf_location,isp,asn,tested_at,channel,fail_count
62.60.230.193,443,true,936,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
46.226.164.229,443,true,,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,1
89.22.236.134,443,true,937,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.143.170,443,true,844,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.25.51,443,true,985,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
79.137.248.25,443,true,1000,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
62.60.231.225,8443,true,875,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.139.114,443,true,953,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.185.201,443,true,795,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
176.124.220.91,2083,true,984,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.21.233.115,443,true,1780,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.24.60,2053,true,1000,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.34.13,443,true,828,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.165.36.143,2096,true,937,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
212.113.100.9,443,true,953,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.134.216,443,true,812,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.21.235.130,443,true,984,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.25.49,8443,true,984,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.25.106,443,true,813,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.59.252,443,true,1890,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.165.33.238,443,true,1344,,MUC,德国-慕尼黑,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.132.115,443,true,938,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
89.169.53.160,443,true,703,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.49.50,8443,true,969,,HEL,芬兰-赫尔辛基,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.165.35.113,443,true,953,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.165.36.143,2053,true,953,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
147.45.72.251,443,true,969,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
85.192.31.96,2053,true,781,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
45.80.231.181,443,true,1156,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.102.170,2053,true,985,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
62.60.151.169,443,true,797,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
46.226.160.81,443,true,813,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.136.148,443,true,797,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.110.97.193,443,true,954,,MUC,德国-慕尼黑,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.110.97.230,443,true,890,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
89.22.227.64,443,true,702,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.141.10,443,true,968,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
89.22.227.64,8443,true,921,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.124.157,443,true,905,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.103.89,8443,true,905,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
85.192.25.82,443,true,1046,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
91.184.241.109,443,true,921,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
62.60.151.236,443,true,921,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.21.250.176,443,true,952,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.138.199,8443,true,,,MUC,德国-慕尼黑,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,1
91.184.240.33,443,true,687,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.165.35.136,2053,true,687,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
46.226.160.219,443,true,1062,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
84.22.149.62,443,true,827,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
62.60.150.106,443,true,780,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,1
147.45.73.180,8443,true,969,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
193.29.224.210,8443,true,812,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.142.231,443,true,953,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.34.25,8443,true,780,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
217.144.190.222,2053,true,796,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.34.219,443,true,875,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.136.180,443,true,795,,MUC,德国-慕尼黑,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.176.67.40,443,true,734,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
176.124.206.42,2087,true,889,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.140.156,8443,true,937,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
217.144.188.187,443,true,765,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.187.173,8443,true,1405,,VIE,奥地利-维也纳,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
62.60.228.203,8443,true,905,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.116.244,8443,true,890,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.172.95.29,443,true,844,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.136.163,443,true,969,,VIE,奥地利-维也纳,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
194.33.35.241,443,true,781,,MUC,德国-慕尼黑,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
212.113.103.51,443,true,,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,1
138.124.34.212,443,true,1016,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
89.22.225.124,8443,true,1625,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
89.22.231.5,443,true,688,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.187.58,443,true,827,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.116.244,443,true,765,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.140.151,443,true,827,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
89.22.228.143,443,true,796,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
91.184.241.99,8443,true,796,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.116.244,2053,true,796,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
193.232.178.52,2053,true,811,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
89.169.35.228,443,true,984,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
79.137.206.195,443,true,905,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
212.113.103.51,8443,true,,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,1
85.192.25.19,443,true,937,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.185.175,8443,true,921,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.159.189,443,true,812,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
79.137.184.175,443,true,686,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
185.230.143.194,443,true,796,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.185.175,443,true,843,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.116.95,2053,true,1014,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.140.222,8443,true,937,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
193.232.178.52,443,true,843,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.35.154,443,true,1000,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.35.68,443,true,764,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
89.22.229.238,443,true,985,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.156.105,443,true,922,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
95.181.167.164,443,true,937,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,1
77.110.121.237,443,true,922,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.110.121.237,8443,true,656,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.138.138,443,true,1000,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.124.133,8443,true,969,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.110.121.237,2053,true,780,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
80.85.241.117,443,true,921,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.116.50,8443,true,968,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
92.246.136.90,443,true,890,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.141.103,443,true,937,,MUC,德国-慕尼黑,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
62.60.237.4,8443,true,875,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
212.113.102.215,443,true,889,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.21.229.240,443,true,1000,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
212.113.102.215,2053,true,811,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
147.45.76.226,8443,true,1031,,HEL,芬兰-赫尔辛基,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
79.137.206.215,443,true,671,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.187.33,443,true,780,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
193.29.224.210,443,true,812,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
92.246.136.120,2053,true,718,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
193.188.21.49,443,true,905,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
5.182.86.111,443,true,843,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
5.182.86.111,8443,true,655,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
79.137.206.187,443,true,875,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.112.22,443,true,1234,,MXP,意大利-米兰,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
85.192.24.61,8443,true,703,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
92.246.136.120,2083,true,734,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
92.246.136.120,8443,true,875,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.134.243,443,true,889,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
85.192.24.80,443,true,797,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
79.137.206.1,2096,true,891,,ARN,瑞典-斯德哥尔摩,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
5.182.86.246,443,true,905,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.138.15,443,true,764,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
176.124.221.157,443,true,875,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
147.45.40.117,8443,true,,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,1
79.137.197.30,8443,true,952,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.178.218,8443,true,734,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.139.77,443,true,811,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
92.246.136.232,8443,true,703,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
217.144.185.249,443,true,609,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.115.218,8443,true,734,,MUC,德国-慕尼黑,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.138.149,443,true,750,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
212.113.116.93,443,true,593,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
62.60.238.170,443,true,812,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.115.218,443,true,889,,MUC,德国-慕尼黑,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
45.80.228.181,2053,true,765,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
94.228.170.237,8443,true,922,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
5.182.87.170,443,true,860,,MUC,德国-慕尼黑,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
62.60.239.160,443,true,750,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
147.45.75.179,8443,true,750,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.139.61,443,true,922,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.176.67.48,8443,true,750,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
79.137.205.24,2053,true,782,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.58.251,443,true,610,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.150.80,443,true,733,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
89.208.103.168,8443,true,734,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.185.231,443,true,859,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
85.192.42.157,443,true,2421,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
95.181.162.38,443,true,796,,VIE,奥地利-维也纳,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
185.197.74.128,443,true,969,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
109.120.155.164,443,true,985,,MUC,德国-慕尼黑,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
138.124.59.193,443,true,985,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.165.44.26,8443,true,906,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
62.60.229.251,8443,true,860,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
84.22.149.75,443,true,844,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
85.192.24.187,443,true,719,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
80.85.241.13,8443,true,843,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.110.121.26,443,true,843,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
176.124.220.251,8443,true,843,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
89.169.32.34,8443,true,,,ARN,瑞典-斯德哥尔摩,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,1
194.76.217.132,8443,true,828,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
84.22.148.209,8443,true,843,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.21.246.188,443,true,1125,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.141.1,443,true,938,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.176.112.42,443,true,1953,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
62.60.150.187,8443,true,922,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
194.76.217.132,2053,true,969,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
46.226.161.21,443,true,875,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
85.192.25.131,443,true,889,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
213.108.23.117,443,true,969,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
80.85.241.190,443,true,1016,,CDG,法国-巴黎,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.232.142.149,8443,true,1016,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
91.108.242.69,2083,true,875,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,1
79.137.207.222,443,true,765,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
77.221.138.218,443,true,843,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
89.169.55.49,443,true,593,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
95.163.153.60,2087,true,750,,FRA,德国-法兰克福,AEZA INTERNATIONAL LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
193.8.215.207,443,true,842,,FRA,德国-法兰克福,PSB HOSTING LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
193.8.215.216,443,true,750,,FRA,德国-法兰克福,PSB HOSTING LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
193.8.215.18,8443,true,1077,,FRA,德国-法兰克福,PSB HOSTING LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
45.141.177.85,8443,true,1234,,AMS,荷兰-阿姆斯特丹,PSB HOSTING LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
45.141.177.85,443,true,1171,,MUC,德国-慕尼黑,PSB HOSTING LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
45.137.81.210,8443,true,921,,FRA,德国-法兰克福,PSB HOSTING LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
45.137.81.51,2053,true,2485,,FRA,德国-法兰克福,PSB HOSTING LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
45.137.81.192,443,true,985,,FRA,德国-法兰克福,PSB HOSTING LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
45.141.177.236,2053,true,795,,FRA,德国-法兰克福,PSB HOSTING LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
45.141.177.236,443,true,920,,FRA,德国-法兰克福,PSB HOSTING LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
45.137.81.221,2096,true,1000,,FRA,德国-法兰克福,PSB HOSTING LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
178.236.252.132,443,true,750,,FRA,德国-法兰克福,Partner Hosting LTD,AS210644,2026-09-15 17:18:45,@otcfxq,0
